company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
agilent technologies,business analyst,business analyst,3-4,3,3.5,4,junior (3–5),"gurugram, manesar",delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data validation', 'project management', 'process improvement', 'analytical', 'data quality', 'customer service', 'information management', 'resource management', 'continuous improvement', 'operations']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
wolters kluwer - medknow publications,data scientist,aiml,3-8,3,5.5,8,mid (6–8),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['automation', 'data analysis', 'nosql', 'machine learning', 'team development', 'power bi', 'operations', 'sql', 'python', 'recruitment']",1,1,0,1,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: Printing & Publishing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
exxon mobil corporation,data science & analytics,aiml,2-6,2,4.0,6,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['supply chain', 'data analysis', 'change management', 'operations research', 'sap', 'analytical', 'business planning', 'forecasting', 'analytics', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Power', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
mastercard,analytics consultant,analytics,3-7,3,5.0,7,junior (3–5),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['sql', 'tableau', 'econometrics', 'data science', 'python', 'data analysis', 'natural language processing', 'bi', 'power bi', 'research analysis', 'dashboards', 'javascript', 'economic research', 'r', 'economics', 'quantitative', 'model development', 'statistics']",1,1,0,1,1,0,0,0,0,0,1,"['Role: Analytics Consultant', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
info edge,data science & analytics,aiml,1-3,1,2.0,3,entry (0–2),noida,delhi ncr,delhi ncr,city,10-15 Lacs P.A.,10-15 lacs,10.0,12.5,15.0,10-15 LPA,"['spark', 'java', 'scala', 'etl', 'aws']",0,0,0,0,0,0,0,0,1,1,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Internet', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Graduation Not Required']"
ey,business analyst,business analyst,3-10,3,6.5,10,mid (6–8),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['project management', 'modeling', 'business requirements', 'business analysis', 'user stories', 'financial services', 'business intelligence', 'sql', 'requirement gathering', 'tableau', 'data modeling', 'product management', 'brd', 'business consulting', 'scrum', 'frd', 'agile', 'asset', 'reporting']",0,1,0,0,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Accounting / Auditing', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
diageo,analytics,analytics,7-10,7,8.5,10,senior (9–12),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['customer marketing', 'marketing', 'tableau', 'stakeholder management', 'modern trade', 'brand activation', 'power bi', 'business development', 'retail sales', 'retail', 'sales', 'fmcg sales', 'trade marketing', 'key account management', 'btl']",0,0,0,1,1,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,15-20,15,17.5,20,lead (13+),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['tableau', 'machine learning algorithms', 'statistics', 'python', 'natural language processing', 'business leadership', 'power bi', 'machine learning', 'sap co', 'sql', 'data science', 'predictive modeling', 'text mining', 'data visualization']",1,1,0,1,1,1,0,0,0,0,1,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
taskus,analytics,analytics,7-12,7,9.5,12,senior (9–12),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['project management', 'presentation skills', 'business analysis', 'marketing', 'python', 'machine learning', 'workforce management', 'artificial intelligence', 'sales', 'account management', 'real time analysis', 'product management', 'aspect', 'rta', 'wfm']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
taskus,analytics,analytics,7-12,7,9.5,12,senior (9–12),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['project management', 'presentation skills', 'business analysis', 'marketing', 'python', 'machine learning', 'workforce management', 'artificial intelligence', 'sales', 'account management', 'real time analysis', 'product management', 'aspect', 'rta', 'wfm']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,15-20,15,17.5,20,lead (13+),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['tableau', 'machine learning algorithms', 'statistics', 'python', 'rpa', 'sap', 'gts', 'sap sd', 'power bi', 'machine learning', 'sql', 'sap ewm', 'data quality', 'sd', 'sap scm', 'wm', 'sap warehouse management', 'data visualization']",1,1,0,1,1,1,0,0,0,0,1,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
aveva,data science & machine learning,aiml,3-7,3,5.0,7,junior (3–5),"hyderabad, bengaluru",hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['python', 'machine learning', 'pandas', 'c#', 'artificial intelligence', 'r', 'git', '.net', 'data visualization', 'logistic regression', 'machine learning algorithms']",1,0,0,0,0,1,1,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
unknown company,data science & analytics,aiml,4-9,4,6.5,9,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['project management', 'debt collection', 'agile methodology', 'pmo', 'waterfall', 'saas', 'paas', 'agile', 'jira', 'collections', 'project planning', 'sdlc']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
uplers,data scientist,aiml,1-5,1,3.0,5,junior (3–5),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['machine learning', 'python', 'pandas', 'natural language processing', 'computer vision', 'aws', 'sql']",1,1,0,0,0,1,1,0,0,1,0,"['Role: Data Scientist', 'Industry Type: Education / Training', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
crescendo global,data science & analytics,aiml,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data quality', 'sql queries', 'root cause analysis', 'data analysis']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Insurance', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
coforge,data science & analytics,aiml,4-8,4,6.0,8,mid (6–8),"hyderabad, pune, greater noida",hyderabad,hyderabad,city,12-22 Lacs P.A.,12-22 lacs,12.0,17.0,22.0,15-25 LPA,"['sql', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
zensar,business analyst,business analyst,8-10,8,9.0,10,senior (9–12),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['business system', 'interpersonal skills', 'translation', 'business analyst', 'schema', 'uat', 'application development', 'pega', 'visio', 'bpm']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
,analytics consultant,analytics,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data modeling', 'balance sheet', 'data analysis', 'forecasting', 'investment banking', 'power bi', 'accounting', 'capital market', 'sql server', 'budgeting', 'sql', 'derivatives', 'mis', 'financial planning', 'cash flow', 'fixed income']",0,1,0,1,0,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: Industrial Equipment / Machinery', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
goibibo,data analyst,analytics,3-8,3,5.5,8,mid (6–8),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['sql', 'program management', 'customer experience', 'python', 'customer experience management', 'customer segmentation', 'performance review', 'metrics analysis', 'performance analysis', 'user management']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Analyst', 'Industry Type: Internet', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization']"
s&p global market intelligence,analytics consultant,analytics,4-9,4,6.5,9,mid (6–8),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data analytics', 'forecasting', 'machine learning', 'market analysis', 'shipping', 'python', 'freight', 'power bi', 'sales', 'sql', 'tableau', 'market intelligence', 'liquid', 'marketing analytics', 'commodity trading']",1,1,0,1,1,1,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
mastercard,data scientist,aiml,4-9,4,6.5,9,mid (6–8),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['python', 'microsoft azure', 'gen', 'mathematics', 'bi', 'power bi', 'business development', 'business intelligence', 'sales', 'tableau', 'data science', 'data modeling', 'enterprise business', 'aws', 'etl', 'statistics']",1,0,0,1,1,0,0,0,0,1,1,"['Role: Data Scientist', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
mastercard,business analyst,business analyst,5-8,5,6.5,8,mid (6–8),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['master data', 'project management', 'data analysis', 'data quality', 'quality improvement', 'enterprise structure', 'data management', 'quality control', 'team management', 'sap sd', 'sql', 'quality assurance', 'sap mm', 'creativity', 'inventory management', 'pricing']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
triveni global consulting,data scientist,aiml,3-6,3,4.5,6,junior (3–5),ahmedabad,ahmedabad,ahmedabad,city,12-22 Lacs P.A.,12-22 lacs,12.0,17.0,22.0,15-25 LPA,"['machine learning', 'python', 'statistical modeling']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate']"
mastercard,analytics,analytics,3-6,3,4.5,6,junior (3–5),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['hive', 'sql', 'python', 'impala', 'cloudera', 'scala', 'apache pig', 'plsql', 'java', 'spark', 'shell scripting', 'mysql', 'hadoop', 'big data', 'hbase', 'oracle', 'sas', 'power bi', 'microsoft azure', 'tableau', 'r', 'mapreduce', 'sqoop', 'performance management', 'informatica', 'unix']",1,1,0,1,1,0,0,0,1,0,0,"['Role: Analytics / BI Manager', 'Industry Type: Banking', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ocwen financial corporation,bi architect,analytics,6-11,6,8.5,11,senior (9–12),"pune, bengaluru, mumbai",pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['web based', 'integration', 'data modeling', 'aws']",0,0,0,0,0,0,0,0,0,1,0,"['Role: BI Architect', 'Industry Type: BPM / BPO', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization']"
uplers,machine learning engineer,aiml,5-8,5,6.5,8,mid (6–8),"pune, delhi / ncr, mumbai",pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['machine learning', 'model development', 'artificial intelligence']",0,0,0,0,0,1,0,0,0,0,0,"['Role: Machine Learning Engineer', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
unknown company,data scientist,aiml,6-8,6,7.0,8,mid (6–8),mumbai,mumbai,mumbai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data science', 'r', 'python', 'sql']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Scientist', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
unknown company,data science & analytics,aiml,8-10,8,9.0,10,senior (9–12),mumbai,mumbai,mumbai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data science', 'operations research', 'pandas', 'python', 'sql']",1,1,0,0,0,0,1,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
krg tech,data science & machine learning,aiml,8-13,8,10.5,13,senior (9–12),"bengaluru, delhi / ncr, mumbai",bangalore,bangalore,city,13-23 Lacs P.A.,13-23 lacs,13.0,18.0,23.0,15-25 LPA,['python'],1,0,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
saama technologies,data science & analytics,aiml,7-12,7,9.5,12,senior (9–12),"pune, chennai, coimbatore",pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['power bi', 'sql', 'gcp']",0,1,0,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
