company,experiance,city,salary,job_detail,required_skill
Amazon,2 - 7 years,Bengaluru,10L_to_15L,"['Role: DevOps Engineer', 'Industry Type: Internet', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: DevOps', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Unix', 'Automation', 'Operating systems', 'Debugging', 'Infrastructure', 'Customer support', 'Customer experience', 'Troubleshooting', 'Customer engagement', 'Technical support']"
Infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']","['Java', 'Spring Boot', 'Hibernate', 'J2Ee', 'Microservices']"
Infosys,10 - 15 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization']","['Hibernate', 'java', 'Spring Boot', 'Microservices']"
Infosys,3 - 8 years,"Kolkata, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['.Net', 'C#', 'ASP.Net']"
Vvdn Technologies,4 - 9 years,Manesar,10L_to_15L,"['Role: Program Manager', 'Industry Type: Hardware & Networking', 'Department: Project & Program Management', 'Employment Type: Full Time, Permanent', 'Role Category: Other Program / Project Management', 'UG: B.Tech/B.E. in Electronics/Telecommunication, Electrical']","['PMP', 'Agile', 'Software Development Life Cycle', 'Program Management', 'PMO', 'Project Management', 'PMP Trained', 'Scrum', 'PMI', 'SDLC', 'Prince2']"
Infosys,10 - 15 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization']","['Java', 'Hibernate', 'java core', 'Spring Boot', 'Microservices']"
Infosys,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']","['.Net', 'C#', 'ASP.Net', 'MVC']"
Infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['.Net', 'MVC', 'C#', 'ASP.Net']"
Luxoft,4 - 8 years,"Mumbai, Pune, Chennai",10L_to_15L,"['Role: Full Stack Developer', 'Industry Type: Legal', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['react.js', 'java', 'spring boot', 'node.js', 'aws', 'css', 'c++', 'bootstrap', 'ssl', 'jquery', 'sql', 'spring', 'elastic search', 'postgresql', 'linux', 'jenkins', 'html', 'mysql', 'web development', 'jpa', 'python', 'microsoft azure', 'power bi', 'javascript']"
Infosys,5 - 10 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']","['React.Js', 'Java']"
Infosys,5 - 10 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization, Diploma in Any Specialization, B.Com in Any Specialization', 'PG: M.Com in Any Specialization, MS/M.Sc(Science) in Any Specialization, MBA/PGDM in Any Specialization, PG Diploma in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']","['SAP SD', 'SD']"
Shell Infotech,4 - 8 years,"Hyderabad, Gurugram, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Neo4j', 'Data modeling']"
Wipro,4 - 7 years,"Hyderabad, Chennai, Bengaluru",10-18 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Workflows', 'Rest', 'JSON']"
JPMorgan Chase Bank,5 - 10 years,Hyderabad,10L_to_15L,"['Role: Technical Architect', 'Industry Type: Financial Services', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Automation', 'Change management', 'Coding', 'Debugging', 'Agile', 'Application development', 'software quality', 'Python', 'Technical documentation']"
NTT DATA,5 - 10 years,Bengaluru,12-22 Lacs P.A.,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']","['JAVA', 'JSON', 'Spring Boot', 'Camel', 'MVC']"
ConnectWise,10 - 15 years,Mumbai,10L_to_15L,"['Role: Technical Lead', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['postgresql', 'python', 'software development', 'c++', 'web application', 'catia', 'sql', 'react.js', 'java', 'linux', 'mysql', 'software engineering', 'data structures', 'html', 'gd', 'tcp', 'teamcenter', 'version control', 'javascript', 'creo', 'ug nx', 'aws', 'sql database']"
Trimble,5 - 7 years,Chennai,10L_to_15L,"['Role: Database Analyst', 'Industry Type: Analytics / KPO / Research', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: DBA / Data warehousing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'Payroll', 'Accounting', 'SSRS', 'Consulting', 'Javascript', 'Software development life cycle', 'Stored procedures', 'SSIS', 'Monitoring']"
Infosys,5 - 10 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']","['Java', 'Hibernate', 'Spring Boot', 'Microservices']"
Infosys,3 - 8 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization']","['.net', 'ASP.Net', 'Entity Framework', 'MVC']"
Advantal Technologies,3 - 6 years,Indore,10L_to_15L,"['Role: Solution Architect', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['architectural design', 'interior designing', 'project management', 'software development', 'enterprise architecture', 'microsoft azure', 'sketchup', 'presales', 'autocad', 'microservices', 'docker', 'working drawings', 'java', 'solution design', 'aws', 'cloud computing', 'architecture']"
Parentpay,8 - 13 years,Pune,10L_to_15L,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']","['continuous integration', 'microsoft azure', 'sql', 'tdd', 'software development', 'technical leadership', 'ddd', 'hibernate', 'microservices', 'spring', 'react.js', 'spring boot', 'technical architecture', 'java', 'j2ee', '.net']"
Amgen Inc,12 - 17 years,Hyderabad,10L_to_15L,"['Role: Technical Architect', 'Industry Type: Pharmaceutical & Life Sciences', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['continuous integration', 'python', 'java', 'software development', 'automation systems', 'data integrity', 'root cause analysis', 'iot', 'software development life cycle', 'regulations', 'industrial automation', 'troubleshooting', 'technical documentation', 'sdlc', 'gxp']"
Tata Elxsi,4 - 9 years,Bengaluru,10L_to_15L,"['Role: Embedded Systems Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['targetlink', 'MATLAB', 'MBD', 'Powertrain', 'Stateflow', 'Simulink']"
Infosys,2 - 7 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']","['Java', 'Spring Boot', 'Microservices', 'Hibernate']"
Ciklum,5 - 7 years,Pune,10L_to_15L,"['Role: Quality Engineer', 'Industry Type: IT Services & Consulting', 'Department: Quality Assurance', 'Employment Type: Full Time, Permanent', 'Role Category: Production & Manufacturing', 'UG: Any Graduate', 'PG: Any Postgraduate']","['QA', 'Product engineering', 'Software development methodologies', 'Report writing', 'Debugging', 'Agile', 'Medical insurance', 'User acceptance testing', 'Business operations']"
Infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']","['.Net', 'C#', 'ASP.Net', 'Entity Framework', 'MVC']"
IT Works Infotech,7 - 12 years,Pune( Pimpri ),12-22 Lacs P.A.,"['Role: Mobile / App Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Microservices', 'JSON', 'Python']"
Deloitte Consulting,8 - 13 years,Hyderabad,10L_to_15L,"['Role: Back End Developer', 'Industry Type: Accounting / Auditing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']","['Computer science', 'automation framework', 'Backend', 'Managed services', 'Integration testing', 'Agile', 'Troubleshooting', 'Usability testing', 'SDLC', 'Salesforce']"
Infosys,5 - 10 years,"Hyderabad, Chennai, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization']","['Java', 'Spring Boot', 'Microservices', 'Hibernate']"
Infosys,5 - 10 years,"Kolkata, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']","['.Net', 'ASP.Net', 'C#', 'MVC']"
Cloudxtreme,10 - 15 years,"Hyderabad, Bengaluru",20-30 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['Subject Matter Expertise', 'Finance', 'SME', 'Microsoft Dynamics']"
Cloudxtreme,4 - 9 years,"Kolkata, Hyderabad, Bengaluru",10-20 Lacs P.A.,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']","['General Ledger', 'Microsoft Dynamics', 'Finance Operation', 'Accounts Payable']"
Infosys,3 - 8 years,"Hyderabad, Pune, Bengaluru",10L_to_15L,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']","['Java', 'Spring Boot', 'Hibernate', 'J2Ee', 'Microservices']"
