company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,skills,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
forage ai llc,data science & analytics,aiml,1-3,1,2.0,3,entry (0–2),bengaluru,bangalore,bangalore,city,1-6 Lacs P.A.,1-6 lacs,1.0,3.5,6.0,3-6 LPA,python,1,1,1,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ti steps,data scientist,aiml,0-2,0,1.0,2,entry (0–2),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,2-3 Lacs P.A.,2-3 lacs,2.0,2.5,3.0,0-3 LPA,machine learning,1,0,0,0,0,1,0,0,0,0,1,"['Role: Data Scientist', 'Industry Type: Education / Training', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
ti steps,data scientist,aiml,0-2,0,1.0,2,entry (0–2),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,2-3 Lacs P.A.,2-3 lacs,2.0,2.5,3.0,0-3 LPA,statistics,1,0,0,0,0,1,0,0,0,0,1,"['Role: Data Scientist', 'Industry Type: Education / Training', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
ti steps,data scientist,aiml,0-2,0,1.0,2,entry (0–2),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,2-3 Lacs P.A.,2-3 lacs,2.0,2.5,3.0,0-3 LPA,python,1,0,0,0,0,1,0,0,0,0,1,"['Role: Data Scientist', 'Industry Type: Education / Training', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
engineered seal products (esp),business intelligence & analytics,analytics,2-4,2,3.0,4,junior (3–5),chennai,chennai,chennai,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,power bi,0,1,0,1,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
engineered seal products (esp),business intelligence & analytics,analytics,2-4,2,3.0,4,junior (3–5),chennai,chennai,chennai,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,tableau,0,1,0,1,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
engineered seal products (esp),business intelligence & analytics,analytics,2-4,2,3.0,4,junior (3–5),chennai,chennai,chennai,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,data analysis,0,1,0,1,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
engineered seal products (esp),business intelligence & analytics,analytics,2-4,2,3.0,4,junior (3–5),chennai,chennai,chennai,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,data analytics,0,1,0,1,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
engineered seal products (esp),business intelligence & analytics,analytics,2-4,2,3.0,4,junior (3–5),chennai,chennai,chennai,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,sql,0,1,0,1,1,0,0,0,0,0,0,"['Role: Business Intelligence & Analytics - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate']"
adople ai,data science & machine learning,aiml,3-8,3,5.5,8,mid (6–8),salem,salem,salem,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,machine learning,1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
adople ai,data science & machine learning,aiml,3-8,3,5.5,8,mid (6–8),salem,salem,salem,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,python,1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: Any Graduate']"
ud food products,data science & analytics,aiml,2-4,2,3.0,4,junior (3–5),ghaziabad,delhi ncr,delhi ncr,city,2-3.25 Lacs P.A.,2-3.25 lacs,2.0,2.625,3.25,0-3 LPA,excel,0,0,1,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: FMCG', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
ud food products,data science & analytics,aiml,2-4,2,3.0,4,junior (3–5),ghaziabad,delhi ncr,delhi ncr,city,2-3.25 Lacs P.A.,2-3.25 lacs,2.0,2.625,3.25,0-3 LPA,data analysis,0,0,1,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: FMCG', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
core integra,data science & analytics,aiml,3-7,3,5.0,7,junior (3–5),barmer,barmer,barmer,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,data analysis,0,0,1,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Oil & Gas', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
core integra,data science & analytics,aiml,3-7,3,5.0,7,junior (3–5),barmer,barmer,barmer,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,excel,0,0,1,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Oil & Gas', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
core integra,data science & analytics,aiml,3-7,3,5.0,7,junior (3–5),barmer,barmer,barmer,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,power bi,0,0,1,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Oil & Gas', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate']"
morningstar,business analyst,business analyst,0-2,0,1.0,2,entry (0–2),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,1,1,1,0,0,0,1,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'PG: CA in Any Specialization']"
morningstar,business analyst,business analyst,0-2,0,1.0,2,entry (0–2),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,python,1,1,1,0,0,0,1,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'PG: CA in Any Specialization']"
morningstar,business analyst,business analyst,0-2,0,1.0,2,entry (0–2),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,excel,1,1,1,0,0,0,1,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'PG: CA in Any Specialization']"
morningstar,business analyst,business analyst,0-2,0,1.0,2,entry (0–2),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,pandas,1,1,1,0,0,0,1,0,0,0,0,"['Role: Business Analyst', 'Industry Type: Financial Services', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'PG: CA in Any Specialization']"
accenture,data science & analytics,aiml,2-6,2,4.0,6,junior (3–5),"mumbai, gurugram, bengaluru",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,natural language processing,0,1,0,0,0,1,0,0,1,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,data science & analytics,aiml,2-6,2,4.0,6,junior (3–5),"mumbai, gurugram, bengaluru",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,machine learning,0,1,0,0,0,1,0,0,1,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,data science & analytics,aiml,2-6,2,4.0,6,junior (3–5),"mumbai, gurugram, bengaluru",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,0,1,0,0,0,1,0,0,1,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,data science & analytics,aiml,2-6,2,4.0,6,junior (3–5),"mumbai, gurugram, bengaluru",mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,spark,0,1,0,0,0,1,0,0,1,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
hexaware technologies,business analyst,business analyst,5-10,5,7.5,10,mid (6–8),"noida, mumbai, chennai",delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,1,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
hexaware technologies,business analyst,business analyst,5-10,5,7.5,10,mid (6–8),"noida, mumbai, chennai",delhi ncr,delhi ncr,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,python,1,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
"ntt data, inc.",business analyst,business analyst,3-8,3,5.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.A', 'PG: Any Postgraduate']"
pwc india,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"kolkata, bengaluru",kolkata,kolkata,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,python,1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MBA/PGDM in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']"
pwc india,data science & analytics,aiml,5-10,5,7.5,10,mid (6–8),"kolkata, bengaluru",kolkata,kolkata,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,1,1,0,0,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MBA/PGDM in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']"
infosys,data science & machine learning,aiml,5-8,5,6.5,8,mid (6–8),"pune, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,natural language processing,1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
infosys,data science & machine learning,aiml,5-8,5,6.5,8,mid (6–8),"pune, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,machine learning,1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
infosys,data science & machine learning,aiml,5-8,5,6.5,8,mid (6–8),"pune, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,python,1,0,0,0,0,1,0,0,0,0,0,"['Role: Data Science & Machine Learning - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Machine Learning', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
accenture,analytics consultant,analytics,7-11,7,9.0,11,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,data analysis,0,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,7-11,7,9.0,11,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,data analytics,0,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,7-11,7,9.0,11,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,power bi,0,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,7-11,7,9.0,11,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,0,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,7-11,7,9.0,11,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,tableau,0,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,7-11,7,9.0,11,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,excel,0,1,1,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics,analytics,10-14,10,12.0,14,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,power bi,0,0,0,1,1,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics,analytics,10-14,10,12.0,14,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,data analysis,0,0,0,1,1,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,analytics,analytics,10-14,10,12.0,14,senior (9–12),mumbai,mumbai,mumbai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,tableau,0,0,0,1,1,0,0,0,0,0,0,"['Role: Analytics / BI Manager', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
flipkart,data science & analytics,aiml,1-2,1,1.5,2,entry (0–2),bengaluru,bangalore,bangalore,city,3.25-5.5 Lacs P.A.,3.25-5.5 lacs,3.25,4.375,5.5,3-6 LPA,excel,0,0,1,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Internet (E-Commerce)', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Data Science & Analytics - Other', 'PG: Any Postgraduate']"
flipkart,data science & analytics,aiml,1-2,1,1.5,2,entry (0–2),bengaluru,bangalore,bangalore,city,3.25-5.5 Lacs P.A.,3.25-5.5 lacs,3.25,4.375,5.5,3-6 LPA,power bi,0,0,1,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: Internet (E-Commerce)', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Data Science & Analytics - Other', 'PG: Any Postgraduate']"
wipro,business analyst,business analyst,1-3,1,2.0,3,entry (0–2),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,data analysis,0,1,0,0,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
wipro,business analyst,business analyst,1-3,1,2.0,3,entry (0–2),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,0,1,0,0,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
wipro,business analyst,business analyst,1-3,1,2.0,3,entry (0–2),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,tableau,0,1,0,0,1,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,analytics consultant,analytics,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,python,1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate, MBA/PGDM in Marketing']"
accenture,analytics consultant,analytics,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,data analytics,1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate, MBA/PGDM in Marketing']"
accenture,analytics consultant,analytics,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,power bi,1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate, MBA/PGDM in Marketing']"
accenture,analytics consultant,analytics,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,r,1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate, MBA/PGDM in Marketing']"
accenture,analytics consultant,analytics,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate, MBA/PGDM in Marketing']"
accenture,analytics consultant,analytics,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,tableau,1,1,0,1,1,0,0,0,0,0,0,"['Role: Analytics Consultant', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate, MBA/PGDM in Marketing']"
pwc india,data science & analytics,aiml,6-10,6,8.0,10,mid (6–8),"kolkata, bengaluru, mumbai",kolkata,kolkata,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,power bi,0,1,0,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MBA/PGDM in Any Specialization']"
pwc india,data science & analytics,aiml,6-10,6,8.0,10,mid (6–8),"kolkata, bengaluru, mumbai",kolkata,kolkata,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,etl,0,1,0,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MBA/PGDM in Any Specialization']"
pwc india,data science & analytics,aiml,6-10,6,8.0,10,mid (6–8),"kolkata, bengaluru, mumbai",kolkata,kolkata,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,0,1,0,1,0,0,0,0,0,0,0,"['Role: Data Science & Analytics - Other', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Data Science & Analytics - Other', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MBA/PGDM in Any Specialization']"
accenture,business analyst,business analyst,1-4,1,2.5,4,junior (3–5),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,sql,0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,business analyst,business analyst,1-4,1,2.5,4,junior (3–5),pune,pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,data modeling,0,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,business analyst,business analyst,12-15,12,13.5,15,lead (13+),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,python,1,1,0,0,0,0,0,0,0,0,0,"['Role: Business Analyst', 'Industry Type: IT Services & Consulting', 'Department: Data Science & Analytics', 'Employment Type: Full Time, Permanent', 'Role Category: Business Intelligence & Analytics', 'UG: Any Graduate', 'PG: Any Postgraduate']"
